missing,seas,thresh
False,21.651968012805312,23.017322066167907
False,21.682336802671262,23.057193033018656
False,21.713042391605484,23.09635432246591
False,21.743707102552527,23.134741418382085
False,21.774076781070367,23.170805933705022
False,21.803643118274966,23.20364464264844
False,21.832256820647927,23.2335801258503
False,21.86015515824527,23.2625478671383
False,21.88767759609095,23.28977367298137
False,21.915059626937193,23.314870446613963
False,21.9420604261204,23.339451091225833
False,21.96853532749462,23.36377367132734
False,21.994888469299376,23.387902703046077
False,22.021294523390868,23.41038657351126
False,22.047961790972384,23.431805927871213
False,22.07479139807011,23.45261237901905
False,22.1015779378204,23.47441883014454
False,22.12904389305064,23.500934958584118
False,22.156979435540656,23.5300639901911
False,22.185348017688924,23.560967215306807
False,22.21424015041162,23.592838182336372
False,22.243791380534006,23.62638656868328
False,22.27402420665999,23.666838180682348
False,22.3050079436374,23.70819301846767
False,22.336312483948976,23.748451082083964
False,22.368000033227375,23.78599946834147
False,22.400061704953647,23.823289790088616
False,22.432480614741777,23.859160757028775
False,22.464760006182374,23.892644627248092
False,22.49631781228407,23.925483336191515
False,22.52695764097805,23.95703172258313
False,22.55652575548644,23.989418818633418
False,22.58561310931953,24.019096237324913
False,22.61419482022427,24.04658010767834
False,22.64253126320594,24.071805913566113
False,22.670959237332802,24.098063977495325
False,22.699268132105722,24.127096234910915
False,22.727476609214484,24.15645107296446
False,22.755685086323243,24.187354298080166
False,22.784412536138795,24.220580103789125
False,22.813725607553266,24.254063974008442
False,22.843437683668675,24.287547844227763
False,22.8730537853794,24.31793494032275
False,22.902253998003186,24.347289778376297
False,22.93093434926829,24.37664461642984
False,22.95910994625693,24.406322035121338
False,22.987251774473553,24.436580098961148
False,23.01526563681727,24.46709622731132
False,23.04305111562392,24.494063968644028
False,23.070147889211807,24.520322032573244
False,23.096054757912054,24.54670912875764
False,23.120242085195116,24.57187041851782
False,23.142900931218467,24.593612353515717
False,23.164562709815424,24.608386546733872
False,23.18540070810554,24.62251557867613
False,23.205239861665472,24.634773642918272
False,23.22374070547127,24.639160739594406
False,23.24087302535848,24.642580094356685
False,23.256290247087993,24.645354287843062
False,23.28372293109226,24.647934932946672
False,23.296903416001598,24.649676868391605
False,23.30976043162109,24.65045106192269
False,23.3222095560207,24.65212848124004
False,23.334197470086703,24.655934932767863
False,23.345317171251114,24.662063964888937
False,23.355005254212386,24.666709126075432
False,23.36357185848194,24.669805900199762
False,23.370825035250416,24.67432202913108
False,23.37668747180293,24.67774138389336
False,23.38043936010439,24.679354287083115
False,23.382189115686007,24.68019299674179
False,23.38240239214085,24.678773641934804
