category,date_end,date_peak,date_start,duration,duration_extreme,duration_moderate,duration_severe,duration_strong,index_end,index_peak,index_start,intensity_cumulative,intensity_cumulative_abs,intensity_cumulative_relThresh,intensity_max,intensity_max_abs,intensity_max_relThresh,intensity_mean,intensity_mean_abs,intensity_mean_relThresh,intensity_var,intensity_var_abs,intensity_var_relThresh,n_events,rate_decline,rate_onset,time_end,time_peak,time_start
Moderate,1984-06-08,1984-06-05,1984-06-02,7,0,7,0,0,889,886,883,11.577010339373125,167.3399962596595,2.17951608031629,1.9781524922205591,24.2299994584173,0.641580630820858,1.6538586199104464,23.905713751379928,0.3113594400451843,0.2036722212231724,0.21252610408993247,0.20836065011792793,53,0.362546835412779,0.22191227849209635,724435,724432,724429
Moderate,1984-06-22,1984-06-19,1984-06-17,6,0,6,0,0,903,900,898,11.989675384239312,142.6499968115241,3.502516050744955,2.119729662759166,23.9099994655699,0.7074515970904898,1.998279230706552,23.77499946858735,0.5837526751241592,0.1731809221842653,0.20694201624023056,0.17855426120996926,53,0.18558175873454782,0.278953581563426,724449,724446,724444
Moderate,1984-07-08,1984-07-07,1984-06-28,11,0,11,0,0,919,918,909,21.786116182285046,257.2099942509085,5.370645041247073,2.1533870614227553,23.4399994760752,0.6514515983421809,1.9805560165713678,23.38272675008259,0.4882404582951885,0.09613616994177546,0.1129835770612002,0.094662589321804,53,0.8048253940488929,0.12356723756025077,724465,724464,724455
Moderate,1984-10-25,1984-10-23,1984-10-19,7,0,7,0,0,1028,1026,1022,10.303750628240437,149.38999666087318,3.6212902416384196,1.84107574372252,21.7199995145202,0.8856128834308485,1.4719643754629195,21.341428094410453,0.5173271773769171,0.2697878749744342,0.2724716737712687,0.2702301506292323,53,0.4037003095842856,0.16158853250328617,724574,724572,724568
Moderate,1984-11-17,1984-11-14,1984-11-13,5,0,5,0,0,1051,1048,1047,6.878443754083904,108.8599975667893,1.7683547991838182,1.4632389035296995,21.8299995120615,0.43861289342207854,1.3756887508167808,21.771999513357862,0.35367095983676367,0.11013991541263993,0.09217374691418032,0.10880697689973928,53,0.15949666823446712,0.5182311182174478,724597,724594,724593
Moderate,1985-07-18,1985-07-17,1985-07-14,5,0,5,0,0,1294,1293,1290,9.294653824019388,114.45999744161962,2.1936451122585012,2.1943790613226284,23.1999994814396,0.7862580469419029,1.8589307648038775,22.891999488323926,0.43872902245170026,0.2696293020682524,0.23608472527550106,0.28470377317076834,53,0.782124525624918,0.28048603145166695,724840,724839,724836
Moderate,1988-06-12,1988-06-11,1988-06-07,6,0,6,0,0,2354,2353,2349,9.38536438939758,141.98999682627618,1.1799031994335927,1.6900184623837333,23.7399994693696,0.30877418664669776,1.56422739823293,23.66499947104603,0.1966505332389321,0.12347644476749155,0.08301606084717408,0.11082945846454255,53,0.1799252141538498,0.08935247306882882,725900,725899,725895
Moderate,1988-11-01,1988-10-25,1988-10-24,9,0,9,0,0,2496,2489,2488,11.515911362169799,191.1299957279116,2.643064457051935,1.5640460291619078,21.4699995201081,0.6004515994820814,1.2795457069077554,21.236666191990178,0.29367382856132607,0.1868863929283792,0.1630950606575316,0.1997883755669237,53,0.12616640238592325,0.5434280726566337,726042,726035,726034
Moderate,1989-02-07,1989-02-03,1989-01-31,8,0,8,0,0,2594,2590,2587,17.86706690942882,198.90999555401498,6.370935341469451,2.741562907237064,25.3599994331598,1.3018709386428284,2.2333833636786027,24.863749444251873,0.7963669176836814,0.43000080220696635,0.4140029345764369,0.42742684489584853,53,0.2814533698095276,0.42168366555233866,726140,726136,726133
Moderate,1989-05-09,1989-05-06,1989-05-04,6,0,6,0,0,2685,2682,2680,12.223969712708822,151.3299966175108,3.96706442745808,2.1622825493789435,25.3599994331598,0.781999982520901,2.0373282854514705,25.221666102918466,0.6611774045763467,0.177446641846009,0.14870739020076226,0.17879770805518322,53,0.31357778340676745,0.5301775607151029,726231,726228,726226
Moderate,1989-05-28,1989-05-26,1989-05-24,5,0,5,0,0,2704,2702,2700,7.994066246917246,120.94999729655692,0.9692903009154321,1.7787149531333988,24.3699994552881,0.37048386268683586,1.5988132493834493,24.189999459311384,0.19385806018308643,0.14917765429651256,0.1872965521087066,0.14199625595525936,53,0.4319031265380119,0.16440074839490676,726250,726248,726246
Moderate,1989-06-08,1989-06-06,1989-06-02,7,0,7,0,0,2715,2713,2709,11.407010343173024,167.16999626345938,2.009516084116189,1.971264206430419,24.1899994593114,0.6324193407030769,1.6295729061675748,23.881428037637054,0.28707372630231276,0.20782267613960734,0.219312464382519,0.21057914085738394,53,0.4868102556641546,0.256032803975803,726261,726259,726255
Moderate,1989-09-14,1989-09-10,1989-09-09,6,0,6,0,0,2813,2809,2808,7.839354407664803,126.8699971642344,1.6835160914025948,1.4575207907878855,21.3099995236844,0.43929031276175223,1.306559067944134,21.144999527372402,0.2805860152337658,0.08453947632692409,0.09742518279356774,0.09160973289810305,53,0.09510343023082671,0.2468144585555064,726359,726355,726354
Strong,1996-12-24,1996-12-21,1996-11-19,36,0,33,0,1,5471,5468,5436,63.95978527165419,819.0729540740587,22.585842844675273,2.4665354349257775,23.809999467805,1.1890967476151317,1.7766607019903942,22.752026502057184,0.6273845234632021,0.5177784676479115,0.6073262210799358,0.5157895732980367,53,0.5118085555953859,0.04688486450298529,729017,729014,728982
Moderate,1997-01-20,1997-01-17,1997-01-14,7,0,7,0,0,5498,5495,5492,13.308438418559042,168.00999624468392,3.698999917320954,2.290439931740746,24.389999454841,0.9213225600519799,1.9012054883655776,24.001428034954845,0.5284285596172792,0.3204778552669438,0.3277816522070121,0.32382986958411464,53,0.26880326328730064,0.2666428093012441,729044,729041,729038
Moderate,1998-08-30,1998-08-30,1998-08-24,7,0,7,0,0,6085,6085,6079,9.201382052693724,149.3899966608734,2.420903171695059,1.453256399329419,21.4399995207787,0.48787095683719883,1.3144831503848178,21.341428094410485,0.3458433102421513,0.13580387642480232,0.11419639111444911,0.1400714883402395,53,1.453256399329419,0.10768324092554184,729631,729631,729625
Strong,1998-09-12,1998-09-08,1998-09-06,7,0,6,0,1,6098,6094,6092,10.723532210472708,149.76999665237963,3.6457741120589233,2.1471005830224037,22.0199995078146,1.1409354583690252,1.5319331729246726,21.395713807482803,0.5208248731512748,0.3008998907629793,0.30775022314816575,0.3044984841778401,53,0.22467278318391712,0.6003547451604966,729644,729640,729638
Strong,1999-07-11,1999-05-22,1999-05-13,60,0,38,0,21,6400,6350,6341,154.7872061640003,1478.4793870869778,70.04164437446687,3.6714495603580772,26.399999409914,2.268032207370034,2.579786769400005,24.641323118116297,1.1673607395744479,0.5923082279250333,0.9929332948586802,0.6176782189209055,53,0.0551039897004167,0.21391391194795462,729946,729896,729887
Strong,1999-08-15,1999-07-20,1999-07-18,29,0,15,0,13,6435,6409,6407,63.102337438847016,659.6311556690308,27.84265366157212,2.750454582883293,23.6699994709343,1.3791290014321547,2.1759426703050697,22.74590191962175,0.9600915055714524,0.5962780041428273,0.7652816346887529,0.528648480992095,53,0.06767452068805596,0.6297049253850169,729981,729955,729953
Moderate,2000-04-30,2000-04-23,2000-04-21,10,0,10,0,0,6694,6687,6685,16.375566539112768,250.3099944051355,3.549451533566714,1.9868601673486133,25.4099994320422,0.742225789861525,1.6375566539112767,25.03099944051355,0.3549451533566714,0.1794736185757173,0.2033937023377409,0.21137841574181837,53,0.08725478369922683,0.256612342735945,730240,730233,730231
Moderate,2000-05-19,2000-05-09,2000-05-08,12,0,12,0,0,6713,6703,6702,25.818352682710767,301.7399932555853,9.353580436092368,2.7195206017230156,25.839999422431,1.3518064213976793,2.1515293902258974,25.144999437965442,0.7794650363410307,0.36078248697683163,0.43014531466556366,0.36228546335626005,53,0.10403759475329552,0.9451099731561156,730259,730249,730248
Moderate,2000-11-17,2000-11-14,2000-11-12,6,0,6,0,0,6895,6892,6890,7.628246547117776,129.9199970960617,1.4865160958060741,1.5232389021885986,21.8899995107204,0.4986128920809776,1.2713744245196292,21.653332849343617,0.2477526826343457,0.17984687913956693,0.18481221287752295,0.1803981937689838,53,0.1552109540445521,0.4038555510204901,730441,730438,730436
Moderate,2005-08-04,2005-07-25,2005-07-22,14,0,14,0,0,8616,8606,8603,23.89733292480601,313.0899930018932,6.142161153034515,2.50474468730566,23.269999479875,1.1891935218065797,1.7069523517718577,22.363570928706658,0.43872579664532246,0.3756072309976083,0.4526210414555526,0.3478249027603649,53,0.132563116919408,0.36681888459479645,732162,732152,732149
Moderate,2007-08-03,2007-07-30,2007-07-30,5,0,5,0,0,9345,9341,9341,7.580005728678312,110.31999753415582,1.474225773500006,1.7130615938257812,22.3199995011091,0.4621290219286429,1.5160011457356624,22.063999506831163,0.29484515470000117,0.16264686677695886,0.18510537125721552,0.15420570318684218,53,0.2019215151719958,1.7130615938257812,732891,732887,732887
Strong,2007-08-22,2007-08-17,2007-08-13,10,0,9,0,1,9364,9359,9355,15.123820560828989,216.89999515190718,4.966064405128826,2.1247702086096183,22.3099995013326,1.108645136510134,1.5123820560828989,21.689999515190717,0.4966064405128826,0.3078089489804185,0.3083828720092874,0.3114630267908709,53,0.275358221483261,0.24574852793112237,732910,732905,732901
Moderate,2007-09-24,2007-09-21,2007-09-19,6,0,6,0,0,9397,9394,9392,9.003924330430621,127.5699971485883,2.7450644547720664,1.636893497837569,21.3999995216727,0.5889677287710029,1.5006540550717702,21.261666191431384,0.45751074246201107,0.06940697949520191,0.0751480004375977,0.06479722065188155,53,0.19540877775507884,0.3520188870244148,732943,732940,732938
Severe,2008-04-28,2008-04-14,2008-04-01,28,0,15,4,9,9614,9600,9587,68.6854073021919,723.8099838215858,35.05296695844059,3.7806975969521837,27.1899993922561,2.595128974252372,2.453050260792568,25.850356565056636,1.251891677087164,0.7673263619086286,0.7775211451389893,0.780005739444995,53,0.17379621178491408,0.20911357364237068,733160,733146,733133
Moderate,2008-05-13,2008-05-10,2008-05-06,8,0,8,0,0,9629,9626,9622,14.140194022941287,198.9899955522268,3.1869999287648874,2.0256385815925952,25.1199994385242,0.6615483723099693,1.767524252867661,24.87374944402835,0.3983749910956109,0.19666965808037604,0.1530471706791227,0.20209378130214203,53,0.11222487858384815,0.14908525904748438,733175,733172,733168
