missing,seas,thresh
False,21.673168749812525,23.041160775312484
False,21.703490016783604,23.08077367765287
True,21.73427470342099,23.120031741291516
False,21.764922861548516,23.158967224292212
False,21.795136290363498,23.197354320208387
False,21.824722054075515,23.231741416213968
False,21.853467299480855,23.263709157434914
False,21.881200131627278,23.2954510922093
False,21.90821160307446,23.324160768986943
True,21.93488441353818,23.352257542552483
False,21.961303855850975,23.380160767735248
False,21.98729737952978,23.405063992985074
False,22.013765378952613,23.43209625044537
False,22.040195176484524,23.456322056355493
False,22.066936359434443,23.480289797755255
False,22.09397220308627,23.504386571410198
True,22.120496981818736,23.52961237729797
False,22.147691381576838,23.558225279884226
False,22.175101997601068,23.587063988917055
False,22.203458321841126,23.617418826948253
False,22.232249266010093,23.647289794022516
False,22.26229001058784,23.680451083603884
False,22.29255530988121,23.716580115054406
False,22.32319132496853,23.757031727053466
False,22.35426612268819,23.79541882296964
False,22.385709769934394,23.832322047951237
False,22.417693571682623,23.86906398261386
True,22.450127190371703,23.902741401215952
False,22.482560022414543,23.93554785209557
False,22.51437920018512,23.9682897868476
True,22.545267466599018,24.00028978613235
False,22.574738231696713,24.032580107991247
True,22.603369354704427,24.061289784768896
False,22.632031494770565,24.08938655833443
False,22.660190987296836,24.114031719073886
False,22.68843449769436,24.13819300885642
False,22.716131087929345,24.166354298549546
True,22.743658946551584,24.194805910816836
False,22.7714256258295,24.224160748870382
False,22.799823451058266,24.2543542965826
False,22.828571652803713,24.28480590880518
False,22.856921975537535,24.314063972667338
False,22.8855008474221,24.34245106880703
False,22.91362862916634,24.368838164991423
True,22.941255118483404,24.39548332568618
False,22.968457247414683,24.4217413896154
False,22.995448476114525,24.44799945354461
False,23.022777507761738,24.474386549729008
False,23.04978781836882,24.499612355616776
False,23.076896307825745,24.525612355035626
True,23.10265880730385,24.55254783830454
False,23.126482313136158,24.577967192575084
False,23.148480192703914,24.600160740466116
False,23.170781254645444,24.619515578743183
False,23.19247359684361,24.634483320344113
False,23.213219921246132,24.6477413845639
False,23.232823664336426,24.659644610104298
False,23.251051750558553,24.664322029354583
False,23.267058001453037,24.668999448604875
False,23.295480333705193,24.673354287217215
False,23.30897378369362,24.674902674279384
False,23.32236038701139,24.675838158129437
False,23.335689994109618,24.678418803233043
False,23.347935691196692,24.681515577357374
True,23.359353106326555,24.687934932052602
True,23.368986994945963,24.692483319047714
False,23.37735368733571,24.695096222215117
False,23.384332310578092,24.697902673765288
False,23.38984753349561,24.69987041565679
False,23.392951634541316,24.700967189825818
False,23.394444843082418,24.70154783497413
False,23.394520162847964,24.701096222081
False,23.393330991028947,24.7023865446328
True,23.39083120914633,24.70316073816388
False,23.38775330307285,24.70209622205864
False,23.383969535901006,24.6937736415995
False,23.379301651384786,24.68267686765398
False,23.37390180069332,24.66638654543745
False,23.368287905037164,24.645805900736175
False,23.36276546027535,24.6232252560796
False,23.357377353782084,24.59758009536249
False,23.35280591892573,24.57190267658159
False,23.349234358350316,24.54787041905424
False,23.345893172352174,24.526838161459832
False,23.343353712266616,24.508386548969032
False,23.341229878080238,24.49106396871106
False,23.340153789883612,24.475580098089413
False,23.33998071417209,24.47061235626497
False,23.34102520916515,24.470967194966722
False,23.342718769659747,24.473838162644487
False,23.34483749623322,24.479193001234478
False,23.34790861577146,24.48622525914181
False,23.351697210195002,24.494354291218173
False,23.355746440699214,24.505612355482665
False,23.35986107018207,24.517547839086863
False,23.36418164171483,24.5291607420531
False,23.368624336189956,24.540515580508977
False,23.372790897503744,24.549676870626786
False,23.376689174277793,24.558128483341108
False,23.380543103901775,24.56390267676043
True,23.384827018218967,24.56799945086241
False,23.388869196755106,24.571773644326434
False,23.393070012885747,24.576580095831904
False,23.397017002556762,24.579483321573466
False,23.400903891937812,24.582386547315025
False,23.404066643095405,24.58341880535647
False,23.406537595743387,24.59087041809314
False,23.408393001570445,24.598612353403965
False,23.410064748900886,24.609870417668457
False,23.411177075122186,24.622580094803727
False,23.410749474625717,24.635257513875203
False,23.408477775234388,24.64799944907427
True,23.40477444177119,24.661644610059597
True,23.399212918604206,24.672999448515476
False,23.391093417927223,24.681612351548768
False,23.380509830724638,24.688128480435378
False,23.368098973021816,24.693289770642597
False,23.353448209718113,24.697225254425597
False,23.337034429458967,24.698580093104987
False,23.318491728208517,24.69474138351337
False,23.29856989407623,24.68783815786122
True,23.27744998431548,24.67887041612618
False,23.255136992914125,24.66396719065284
False,23.231397027988113,24.646676868458666
False,23.20679845280595,24.62367686897276
False,23.181152798846277,24.59819299857462
True,23.15445760034301,24.569386547605593
False,23.12717749143684,24.538805903127834
False,23.09988746613381,24.506805903843087
False,23.07254275977475,24.475096227132504
False,23.0445422031245,24.445160743930643
False,23.01551169946025,24.415838163940894
False,22.986541115061737,24.38693493878048
False,22.957319054004888,24.358580100704582
True,22.927888223557744,24.33064461745802
False,22.897572965378846,24.301031714894116
False,22.8676350676867,24.275096231602845
False,22.83776480012007,24.24783816769598
False,22.80788935867132,24.218805910280388
False,22.776618799177445,24.189580104482022
False,22.744291265426412,24.159967201918118
True,22.711637530595386,24.13122526707668
False,22.67937771064084,24.10293494512837
False,22.64677183247737,24.069483332972855
False,22.6135787542781,24.03332204345854
False,22.58080413594276,23.994451076585438
False,22.54821399114286,23.95464462586228
False,22.515090236687595,23.911063981675092
True,22.481671572802185,23.866741402020615
